RaceID;Nro;Nimi;Valmentaja;Current_Ohjastaja;Ika;Sukupuoli;Is_Suomenhevonen;Kengat_Etu;Kengat_Taka;Kengat_etu_changed;Kengat_taka_changed;Current_Special_Cart;Scratched;Current_Distance;Current_Is_Auto;Current_Start_Date;Peli_pros;Voitto_pros;Ennatys_nro;Is_Auto_Record;Hist_PVM;Ohjastaja;Rata;Matka;RataNro;Km_aika;Hist_kengat_etu;Hist_kengat_taka;Hist_Special_Cart;Hist_Is_Auto;Laukka;Hylatty;Keskeytys;Track_Condition;Hist_Sij;Kerroin;Palkinto;SIJOITUS
3474517947;8;Valtija;Jouko Tarvainen;Jouko Tarvainen;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;7.47;7.69;30.4;0;17.06.22;Jo Tarvainen;K;2100;1;30.4;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;2.4;1200;0
3474517947;8;Valtija;Jouko Tarvainen;Jouko Tarvainen;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;7.47;7.69;30.4;0;02.02.24;Jo Tarvainen;J;2180;3;38.6;HAS_SHOES;HAS_SHOES;NO;0;0;0;1;unknown;21;NaN;0;0
3474517947;8;Valtija;Jouko Tarvainen;Jouko Tarvainen;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;7.47;7.69;30.4;0;16.03.24;Jo Tarvainen;Pk;2100;1;35.6;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;2;NaN;150;0
3474517947;8;Valtija;Jouko Tarvainen;Jouko Tarvainen;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;7.47;7.69;30.4;0;19.01.26;Jo Tarvainen;J;2180;1;35.1;HAS_SHOES;HAS_SHOES;NO;0;0;0;1;unknown;21;NaN;0;0
3474517947;8;Valtija;Jouko Tarvainen;Jouko Tarvainen;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;7.47;7.69;30.4;0;13.02.26;Jo Tarvainen;J;2160;4;33.4;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;5;15.6;1200;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;27.02.25;Tu Pakkanen;J;2200;1;36;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;6;52.8;1000;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;20.03.25;Han Hietanen;S;2120;1;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;21.9;1500;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;01.04.25;A Teivainen;T;2100;5;38.1;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;11;38.8;1100;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;14.06.25;H Perkio;Ph;2000;2;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;NaN;400;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;16.11.25;P Laine;S;2100;3;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;139.6;800;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;30.11.25;P Laine;J;2180;1;37;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;8;27.6;800;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;26.01.26;T Varis;T;2120;4;36.7;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;8;36.1;1000;0
3474517947;9;Loukon Tornado;Tuulia Metsala;Petri Laine;8;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;0.57;2.94;35.2;0;15.02.26;P Laine;Kt;2100;3;36;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;7;53.3;800;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;06.12.25;Han Hietanen;T;2100;2;35.2;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;4;42.3;1500;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;20.12.25;Ha Torvinen;H;2120;1;33;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;4;19.5;1500;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;26.12.25;Han Hietanen;S;2140;1;33.8;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;4;10.6;1000;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;12.01.26;A Ala-Rantala;S;2100;11;35.1;HAS_SHOES;HAS_SHOES;NO;1;0;0;0;unknown;2;30.9;1300;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;20.01.26;A Ala-Rantala;S;2100;1;33.4;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;5;22.4;1000;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;30.01.26;Han Hietanen;Tk;2100;1;33;HAS_SHOES;HAS_SHOES;NO;1;0;0;0;unknown;6;14;2000;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;04.02.26;Ha Torvinen;T;2100;4;33.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;3;43.8;1500;0
3474517947;10;Sirppi;Yrjo Uusitalo;Hannu Hietanen;7;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;3.34;0;33;1;13.02.26;A Moilanen;J;2160;3;34.8;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;6;15.2;1200;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;24.04.25;S Raitala;L;2160;2;32.4;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;6;2.9;4000;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;20.05.25;N Jokela;T;2120;5;36.2;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;9;2.8;1100;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;17.06.25;N Jokela;M;2120;3;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;20.9;4000;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;09.09.25;S Raitala;La;2100;3;30.8;HAS_SHOES;NO_SHOES;NO;1;0;0;0;unknown;9;36.4;4000;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;14.10.25;Mint Makinen;T;2100;1;0;HAS_SHOES;HAS_SHOES;NO;0;1;0;1;unknown;21;8.4;1100;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;20.10.25;S Raitala;Kt;2120;2;30.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;2;15.8;4000;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;05.11.25;He Bollstrom;H;2140;4;36.6;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;10;10.4;2000;0
3474517947;11;Pistojoen Lotta;Minttu Makinen;Niko Jokela;6;1;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;16.08;27.27;30.8;1;04.02.26;N Jokela;T;2120;5;32.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;26.7;1500;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;24.08.25;Han Hietanen;Lp;2160;2;33;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;3;36.1;1000;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;04.09.25;N Jokela;S;2100;8;29.1;HAS_SHOES;HAS_SHOES;NO;1;0;0;0;unknown;2;25.2;2000;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;19.09.25;N Jokela;P;2100;1;31.9;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;6;5.9;1000;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;27.09.25;E Leinonen;T;2100;2;33.9;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;3;2.4;800;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;16.10.25;E Leinonen;J;2140;2;35;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;5;13.4;1000;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;04.11.25;E Leinonen;P;2100;1;35.8;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;5;9;1000;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;15.11.25;E Leinonen;H;2120;2;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;24.2;4000;0
3474517947;12;Helmen Onni;Meiju Ranta;Ville Koivisto;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;1.17;4;29.1;1;11.02.26;N Jokela;S;2100;1;34.8;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;6;32.3;2000;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;14.07.25;Anu Penttila;P;2120;1;31.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;2;7.6;1300;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;21.07.25;Ans Penttila;Y;2100;7;32.7;HAS_SHOES;HAS_SHOES;NO;1;1;0;0;unknown;3;4.8;1600;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;08.08.25;Ans Penttila;Hr;2100;10;31.2;HAS_SHOES;HAS_SHOES;NO;1;1;0;0;unknown;1;3.7;1000;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;16.08.25;Ans Penttila;Y;2180;1;30;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;2.6;1500;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;04.09.25;Ans Penttila;S;2100;4;0;HAS_SHOES;HAS_SHOES;NO;1;0;1;0;unknown;20;3.1;2000;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;23.09.25;Ans Penttila;S;2140;3;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;8.3;1200;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;06.10.25;Ma Penttila;S;2100;9;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;9.4;1500;0
3474517947;13;Kaapo;Heli Penttila;Jarmo Saarela;7;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;5.53;17.24;31.2;1;15.02.26;Ans Penttila;Kt;2120;5;0;HAS_SHOES;HAS_SHOES;NO;0;0;1;0;unknown;20;39.7;800;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;02.11.25;O Oja-Nisula;Y;2100;9;31.6;HAS_SHOES;HAS_SHOES;NO;1;0;0;0;unknown;4;10.5;1200;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;08.11.25;O Oja-Nisula;S;2100;4;30.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;26.4;1500;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;16.11.25;O Oja-Nisula;S;2140;1;30.8;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;2;5.7;800;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;23.11.25;O Oja-Nisula;Kt;2160;3;29.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;3;800;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;09.12.25;O Oja-Nisula;J;2160;1;31.9;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;1.7;1000;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;26.12.25;O Oja-Nisula;S;2100;4;31;HAS_SHOES;HAS_SHOES;NO;1;1;0;0;unknown;4;2;1100;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;01.02.26;O Oja-Nisula;S;2100;10;30.7;HAS_SHOES;HAS_SHOES;NO;1;0;0;0;unknown;4;7;900;0
3474517947;14;Loikkarilla;Olavi Oja-Nisula;Olavi Oja-Nisula;9;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;12.04;20;30.7;1;15.02.26;O Oja-Nisula;Kt;2120;6;31.8;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;2;8.5;800;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;10.05.25;T Varis;J;2160;2;33.1;HAS_SHOES;HAS_SHOES;NO;0;1;0;0;unknown;3;2.4;1000;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;23.05.25;S Raitala;Vi;2160;8;32.1;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;2.1;2000;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;20.06.25;S Raitala;Hr;1609;8;29.5;HAS_SHOES;NO_SHOES;NO;1;0;0;0;unknown;2;1.9;1500;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;23.07.25;S Raitala;Pi;2080;1;30.7;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;1;2;2000;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;06.09.25;S Raitala;Kt;2100;4;29.2;HAS_SHOES;NO_SHOES;NO;1;0;0;0;unknown;3;1.5;1500;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;06.10.25;S Raitala;S;2100;4;32;HAS_SHOES;NO_SHOES;NO;0;0;0;0;unknown;1;1.6;1500;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;23.10.25;S Raitala;Ku;2100;5;0;HAS_SHOES;NO_SHOES;NO;1;0;1;0;unknown;20;1.6;1000;0
3474517947;15;Taivartti;Antti Ojanpera;Jukka Torvinen;6;2;1;HAS_SHOES;HAS_SHOES;0;0;NO;0;2100;0;2026-02-21;21.01;30.77;29.2;1;08.02.26;Ju Torvinen;J;2180;1;30;HAS_SHOES;HAS_SHOES;NO;0;0;0;0;unknown;2;2.1;800;0
